ID,guests,beds,bathrooms,Price_Night,Cleanliness_rating,Accuracy_rating,Communication_rating,Location_rating,Check-in_rating,Value_rating,amenities_count,bedrooms
f9dcbd09-32ac-41d9-a0b1-fdb2793378cf,2.0,1.0,1.0,105,4.6,4.7,4.3,5.0,4.3,4.3,13.0,1.0
1b4736a7-e73e-45bc-a9b5-d3e7fcf652fd,3.0,3.0,0.0,92,4.3,4.7,4.6,4.9,4.7,4.5,8.0,1.0
d577bc30-2222-4bef-a35e-a9825642aec4,4.0,2.0,1.5,52,4.2,4.6,4.8,4.8,4.8,4.7,51.0,1.0
ca9cbfd4-7798-4e8d-8c17-d5a64fba0abc,2.0,1.0,1.0,132,4.8,4.9,4.9,4.9,5.0,4.6,23.0,1.0
cfe479b9-c8f8-44af-9bc6-46ede9f14bb5,4.0,3.0,1.0,143,5.0,4.9,5.0,4.7,5.0,4.7,32.0,2.0
93b1bfb4-67e7-4d70-9d84-b5e24f820d8c,3.0,2.0,1.0,101,4.7,4.7,4.8,4.8,4.7,4.3,6.0,1.0
9033002f-5ff2-45df-af91-ef1594ac353f,6.0,5.0,1.0,94,4.2,4.4,4.6,4.3,4.8,4.3,31.0,2.0
59705407-dc9b-444f-b0b0-afc472ca7c7f,4.0,3.0,1.0,247,4.9,4.8,4.8,4.6,4.9,4.4,24.0,1.0
36dc1670-02ae-483b-9384-9261cc0f5abe,3.0,2.0,1.0,104,4.5,4.7,4.8,4.8,4.8,4.4,10.0,1.0
1e304e46-bf16-4ad4-9a94-844346a8c61e,5.0,4.0,1.0,106,4.3,4.5,4.4,4.8,4.5,4.1,10.0,1.0
02395b8b-2732-43a0-b895-8e5b10da1307,2.0,1.0,1.0,126,5.0,5.0,4.8,5.0,5.0,4.8,8.0,1.0
29b69639-19a7-43e0-8b33-5af8414360e4,5.0,4.0,1.0,214,4.9,4.4,4.3,4.9,4.6,4.3,5.0,1.0
b27a170c-6c82-4767-b438-a492a1604221,5.0,3.0,1.0,110,5.0,4.7,5.0,5.0,4.9,4.7,10.0,1.0
f2eb10f9-bab9-40fc-9f76-7386bf3128e4,2.0,1.0,1.0,85,4.8,4.9,5.0,5.0,4.9,4.5,8.0,1.0
a041e9a9-e3b5-49d1-b18c-b55c7735132d,4.0,1.0,1.0,91,4.3,4.7,5.0,5.0,5.0,4.7,38.0,1.0
6bfda60f-f731-49e5-8f3c-db0d352bfdaa,4.0,2.0,1.0,174,4.9,4.9,4.9,4.9,4.9,4.8,33.0,1.0
835ac009-b615-4046-ab8c-88f42ad340be,2.0,2.0,1.5,139,5.0,5.0,5.0,5.0,5.0,4.9,35.0,1.0
bbd6adc1-95d1-41b5-a7aa-b86f6c11800c,5.0,2.0,1.0,96,5.0,5.0,5.0,5.0,5.0,4.9,12.0,1.0
de5ddea8-742e-4efc-a018-6649d84f1f06,8.0,3.0,1.0,141,4.9,4.9,4.9,4.9,5.0,4.7,15.0,2.0
f725cf62-8ef8-4874-aef8-ade1164b3bba,2.0,1.0,1.0,309,5.0,5.0,5.0,5.0,5.0,4.6,36.0,1.0
a0368dbd-b099-457a-bc5c-774f76e6327f,2.0,1.0,1.0,248,4.9,4.0,4.9,5.0,4.9,4.4,8.0,1.0
f9e0fab9-a179-4d84-a6f8-dde744bba29c,2.0,2.0,1.0,130,4.9,5.0,4.9,4.7,5.0,4.7,13.0,1.0
6612df69-850f-49a4-8293-56862b6ec44d,4.0,1.0,1.0,499,5.0,5.0,5.0,5.0,5.0,5.0,39.0,1.0
79ac0b72-313f-4d5c-9c45-75a3f4738057,4.0,2.0,1.0,670,4.9,5.0,5.0,5.0,4.9,4.8,15.0,1.0
8a40e07f-5d85-4354-8fea-0d7f40786ffb,5.0,4.0,1.0,153,4.9,5.0,4.9,4.9,5.0,4.8,28.0,1.0
0613e7f0-216e-49cf-a87e-4cdf01101f1b,3.0,2.0,1.5,168,4.8,4.9,5.0,4.7,4.7,4.9,50.0,1.0
119b3758-1146-477c-89cd-34b422f04eb7,4.0,4.0,1.0,149,5.0,4.9,5.0,4.9,5.0,4.9,35.0,1.0
080ed89e-3350-4623-b796-ab818c5a7a27,2.0,1.0,1.0,280,5.0,5.0,5.0,5.0,5.0,4.8,36.0,1.0
af58e92d-cf04-4689-b4a1-3a1b1663059b,4.0,2.0,1.0,171,5.0,5.0,5.0,4.8,5.0,4.8,43.0,1.0
151bf7cd-72d2-4cc3-ac9c-621b9339193f,4.0,2.0,1.0,238,4.8,4.8,4.9,4.8,5.0,4.6,28.0,1.0
48743477-060a-41e6-87d5-97f891935ff0,2.0,1.0,1.0,99,5.0,5.0,5.0,5.0,5.0,5.0,16.0,1.0
abf96f14-a5d4-4d4d-9579-faa539bfb39c,2.0,2.0,1.0,142,4.9,4.9,5.0,5.0,5.0,5.0,57.0,1.0
d7be650b-ebd8-468f-98db-046464ea6e1e,2.0,1.0,1.0,413,5.0,4.9,5.0,4.9,5.0,4.8,30.0,1.0
a2d1f72e-8a7a-48d4-8362-88c6cf727f4d,7.0,3.0,1.0,206,4.8,4.9,4.9,4.9,5.0,4.7,25.0,1.0
34ce0098-b845-4e8f-bff8-8094c0769464,4.0,1.0,1.0,123,4.9,4.9,4.9,4.9,5.0,4.7,42.0,1.0
b299ee2a-d31a-4fe0-a115-d4ecdf2695bd,2.0,1.0,1.0,125,5.0,5.0,5.0,4.8,5.0,4.9,17.0,1.0
498caddc-8831-43f9-af17-9ef76b34ab01,2.0,1.0,1.0,130,5.0,5.0,5.0,5.0,5.0,4.9,42.0,1.0
0b9c12c6-4173-473d-928b-33e07e311809,6.0,3.0,1.0,222,4.9,5.0,5.0,5.0,5.0,4.8,28.0,2.0
39bf7b3a-2090-496c-a138-255c4f4d7990,2.0,1.0,1.0,188,5.0,4.9,4.9,5.0,5.0,4.5,22.0,1.0
7db68077-be40-4da6-9c12-f024827ea3f1,2.0,1.0,1.0,54,4.9,4.9,5.0,4.9,4.9,4.8,20.0,1.0
29861139-145b-4573-b029-bf46e635b77e,8.0,4.0,1.0,212,5.0,5.0,5.0,5.0,5.0,4.9,38.0,2.0
27782e14-6fb9-40d4-baae-2e7459e4c1d5,2.0,1.0,1.0,151,5.0,4.9,4.9,5.0,5.0,4.9,52.0,1.0
ed0e0b32-a927-4515-bf05-2db22549a819,4.0,2.0,1.0,149,5.0,5.0,5.0,5.0,5.0,4.8,34.0,1.0
d316a3e3-5ec5-4294-a7af-5169fc02b441,6.0,2.0,1.0,249,4.6,4.8,4.9,4.8,5.0,4.6,33.0,1.0
75ff98ca-9fab-4fa1-b95d-369f826b36fc,4.0,1.0,1.0,101,4.9,5.0,5.0,5.0,5.0,4.9,38.0,1.0
112c3c4a-48cc-46f5-b17e-d7c9e939e467,6.0,3.0,1.5,311,4.9,5.0,5.0,4.9,5.0,4.8,50.0,2.0
00c92f42-2049-49d0-a3ff-f214cb08253d,4.0,3.0,1.5,53,4.9,4.9,4.9,4.9,4.9,4.6,38.0,1.0
2f31e30f-9501-473d-833b-2db5a2ec0971,4.0,2.0,2.5,179,5.0,5.0,5.0,4.9,5.0,4.8,30.0,1.0
a516d61c-4380-45f4-9d20-127429769554,2.0,1.0,1.0,188,5.0,5.0,5.0,5.0,5.0,4.8,41.0,1.0
f8ba7756-fc3a-4671-bc72-fdcbd3c7f7aa,2.0,1.0,1.0,66,5.0,4.8,4.9,4.9,4.9,4.8,29.0,1.0
f74db1f8-fc40-4142-97d4-b18a3fec83b3,6.0,6.0,1.0,134,5.0,4.9,4.9,4.8,5.0,4.8,40.0,2.0
8eb77929-5fa8-4610-a44d-0e3d17ff62c3,2.0,1.0,1.5,148,4.7,4.7,4.8,4.8,4.8,4.8,22.0,1.0
b39e789c-599a-4bf2-bc6f-3ecdcab9ca62,2.0,1.0,1.0,224,4.9,4.9,5.0,4.9,5.0,4.8,34.0,1.0
b28245ee-1a6f-4554-9ae1-6575954aa7ee,2.0,1.0,1.0,135,5.0,4.9,5.0,4.9,5.0,4.7,21.0,1.0
a439a9d3-9b61-46aa-b058-35c7bbed0601,2.0,2.0,1.0,138,5.0,4.9,5.0,4.8,5.0,4.8,23.0,1.0
da280834-fbc7-4e01-bbd3-ee1c43bc92fa,2.0,2.0,1.0,161,4.7,4.8,5.0,4.9,4.9,4.7,84.0,1.0
25fea676-0232-437f-93b0-ff08569ecfd6,2.0,1.0,1.0,107,4.9,4.9,4.9,5.0,4.9,4.7,15.0,1.0
93a7f297-f4a7-4b56-a8fe-ff93b98d8206,2.0,1.0,1.0,184,5.0,5.0,5.0,5.0,5.0,4.9,13.0,1.0
d0ba8c50-447e-4c6e-a142-3b884b3b4463,2.0,1.0,1.0,140,4.5,5.0,5.0,4.5,5.0,5.0,10.0,1.0
86be246f-975c-47e3-b01b-575082b5459d,6.0,4.0,1.0,105,4.6,4.8,4.9,4.9,4.9,4.6,36.0,2.0
f4b6049a-8b40-493c-bfa4-f2a8bfc5f233,2.0,1.0,1.0,112,5.0,5.0,5.0,4.9,5.0,4.9,38.0,1.0
6ba80cfb-f6c4-4681-a676-7eecd5b41efd,2.0,1.0,1.0,94,5.0,5.0,5.0,5.0,5.0,5.0,24.0,1.0
da57350f-89be-4f16-8d3e-353c3140816d,4.0,3.0,1.0,61,4.8,4.9,4.9,4.7,4.9,4.8,28.0,2.0
650d0048-d0df-48fa-bbbb-8fa656665841,2.0,1.0,1.0,295,5.0,5.0,5.0,5.0,5.0,4.9,43.0,1.0
d0ef7401-f427-4774-840b-2ee6ba3cd9c6,2.0,1.0,1.0,58,5.0,5.0,5.0,4.9,4.8,4.9,30.0,2.0
28f12753-7968-4156-800d-89aab86159dd,4.0,2.0,1.0,60,4.9,5.0,5.0,4.9,5.0,4.9,45.0,1.0
cb41695c-fa79-4294-b5c9-5b760a936ea3,2.0,1.0,1.0,91,5.0,5.0,5.0,5.0,4.9,4.9,21.0,1.0
7d910a63-8655-4ca2-85b6-567b12ed1d9e,2.0,1.0,1.0,153,5.0,4.9,5.0,4.9,5.0,4.9,35.0,1.0
f1d119c1-afa4-4049-ab40-ff1c50922237,2.0,1.0,1.5,112,4.9,4.9,4.8,4.9,4.9,4.7,69.0,1.0
f85cbd25-a7e9-419f-aa04-d620e2f98e98,3.0,1.0,1.0,170,4.8,4.9,5.0,4.9,5.0,4.7,29.0,1.0
8aae07f3-6f21-4994-9142-3705c2ea7f44,2.0,1.0,1.0,201,5.0,5.0,5.0,5.0,5.0,5.0,24.0,1.0
7190eea8-09af-49f5-8d39-57edbc2e157c,6.0,3.0,1.5,49,4.9,4.9,5.0,4.8,4.9,4.8,27.0,1.0
9d3f6089-ac6e-4497-97c2-b0c8fb5278ef,4.0,2.0,1.0,103,4.9,5.0,5.0,4.9,5.0,4.9,22.0,1.0
aa139422-88c1-4b3e-acdc-76d6227ca054,7.0,5.0,1.0,270,5.0,5.0,5.0,5.0,5.0,4.8,43.0,1.0
6bafa0b1-2316-4043-90d4-b4dea059fe90,2.0,1.0,1.0,197,4.8,4.9,5.0,5.0,5.0,4.7,41.0,1.0
0631a4a6-de76-4276-ba9c-63c34d08ad9c,2.0,1.0,1.0,44,4.7,4.9,4.9,5.0,4.9,4.5,30.0,1.0
5e7b8a6d-e5c6-4140-8601-aee85cde6786,3.0,1.0,1.0,138,5.0,4.9,5.0,4.9,5.0,4.8,27.0,1.0
40c681ef-4c03-4470-b861-c5f44180b44c,2.0,1.0,1.0,54,4.9,4.9,4.9,4.8,4.8,4.8,27.0,1.0
198c1f27-f268-45f6-a983-7ffcc75c48fa,4.0,2.0,1.0,422,5.0,5.0,5.0,5.0,5.0,5.0,29.0,1.0
8f5d3c10-c1f1-4fec-b06f-79d63f3c0e17,4.0,2.0,1.0,218,5.0,5.0,5.0,5.0,5.0,4.8,30.0,2.0
d9f1c126-2489-47f2-8dca-c5727abab43c,4.0,3.0,1.0,157,5.0,5.0,5.0,5.0,5.0,4.9,48.0,1.0
99922c0b-1a82-4d3b-8f70-1c21d62dff0e,2.0,1.0,1.0,105,4.6,4.9,5.0,4.9,4.9,4.7,27.0,1.0
2f45f1f7-ba00-4088-9143-1174edc4d647,4.0,2.0,1.0,137,4.8,4.8,4.9,4.9,5.0,4.6,39.0,2.0
0bfa629e-310f-4bdc-8ee7-a34cbaae17b0,4.0,2.0,1.0,139,4.6,4.8,4.9,4.9,5.0,4.7,28.0,1.0
74b855ba-1462-4735-ba17-0bd7c372a3d0,2.0,1.0,1.0,100,5.0,5.0,5.0,5.0,5.0,5.0,43.0,1.0
1a1b6eac-86c0-41c3-b5ea-25a0c7da412e,4.0,2.0,1.0,98,4.9,5.0,5.0,4.9,5.0,4.7,31.0,2.0
94a0cc92-e8ad-4fc8-8d88-de88f51d0e9f,4.0,1.0,1.0,98,4.9,5.0,5.0,4.9,5.0,4.8,48.0,1.0
304d46c1-c6bf-45d3-9f6b-f965e180332e,3.0,2.0,1.0,223,5.0,4.9,5.0,4.9,5.0,4.7,34.0,1.0
559ad59a-6883-4cdf-a24d-9219aa30af23,4.0,2.0,1.0,230,5.0,5.0,5.0,5.0,5.0,5.0,32.0,1.0
d363a1c6-ee0c-4c58-a15d-7f35331b70b2,4.0,2.0,1.0,140,4.8,4.9,5.0,4.9,5.0,4.8,24.0,1.0
4523de95-597c-4b97-8695-377b7e380afb,4.0,2.0,1.0,297,5.0,5.0,5.0,5.0,5.0,4.7,36.0,2.0
1ce5c3b9-c737-4095-a730-d3d08c171c8e,2.0,1.0,1.0,212,5.0,4.9,4.9,4.9,5.0,4.8,34.0,1.0
218fb657-46a9-4874-8797-b584c05b14a1,4.0,2.0,1.0,500,4.8,4.9,5.0,5.0,5.0,4.6,19.0,2.0
95afe74c-2891-4c46-bca4-5a6647071c30,4.0,2.0,1.0,137,4.9,4.9,5.0,4.9,5.0,4.8,38.0,1.0
0d964d32-567b-4e58-86f1-80fd486357f2,5.0,2.0,1.0,127,4.3,4.8,4.8,4.8,4.8,4.3,41.0,1.0
278cdfbe-a9b5-4dc8-bd4c-411e10b2e18f,2.0,1.0,1.0,73,4.9,4.9,5.0,4.7,5.0,4.7,26.0,1.0
792c3d43-ded8-4a72-952f-7c3c6e3ef574,2.0,1.0,1.0,101,4.8,4.9,4.8,4.7,4.9,4.9,10.0,1.0
437a8ec8-db6d-4ffd-8907-f15ba6ae79bf,2.0,1.0,1.0,56,4.6,4.9,4.9,4.4,4.9,4.7,18.0,1.0
3b7f1be9-736c-4a6d-a2af-e4a50e5dde3a,4.0,3.0,1.5,199,5.0,5.0,5.0,4.9,5.0,4.8,35.0,1.0
5ebb9dfe-9099-4306-bb18-9f5962c02657,2.0,1.0,1.0,38,4.8,4.9,4.9,4.8,4.9,4.8,19.0,1.0
f20a5476-78d5-4999-bffe-812bd363f44d,4.0,1.0,1.0,211,4.9,5.0,5.0,4.9,5.0,4.8,39.0,1.0
7dd23774-470c-470f-98ea-c4119e014f34,2.0,1.0,1.0,112,4.9,5.0,5.0,4.9,5.0,4.9,33.0,1.0
073f37ac-2067-4352-bf34-7243dc22cd78,4.0,2.0,1.0,141,4.9,5.0,5.0,4.9,5.0,4.8,30.0,1.0
978969a4-9f19-4075-b007-13f12f188ab9,2.0,1.0,1.0,82,5.0,5.0,5.0,4.9,5.0,4.9,31.0,1.0
b1ff0925-e32a-493b-b594-64b74ecdb432,2.0,1.0,1.0,71,5.0,4.9,4.9,4.9,4.9,4.8,27.0,1.0
1b58aba8-83de-461f-8493-3f638c0ddc27,4.0,1.0,1.0,100,4.9,4.9,5.0,4.9,5.0,4.9,18.0,1.0
14aee452-c348-41af-96fc-9ae99f408c22,2.0,1.0,1.0,202,4.9,4.9,4.9,4.9,4.9,4.5,10.0,1.0
733e26ca-d4f7-41ee-93e9-cd1f0f20b1d2,8.0,2.0,1.0,73,4.9,4.9,4.9,4.9,5.0,4.8,44.0,1.0
58de3aed-336c-423b-b71e-75badf14cd16,3.0,2.0,1.0,128,5.0,5.0,5.0,4.9,5.0,4.8,28.0,2.0
3282a2d9-4029-4531-abc0-836aaba82d9c,5.0,3.0,1.0,500,4.7,4.7,4.6,5.0,4.7,4.3,18.0,1.0
4b37e7d5-ce97-4597-b16f-b0a8f35f169b,4.0,2.0,1.0,145,4.9,4.9,5.0,4.9,5.0,4.8,18.0,1.0
2cd46fc7-f85c-41d5-9bf0-50c78ba6aaa2,3.0,1.0,1.0,84,5.0,5.0,5.0,5.0,5.0,5.0,38.0,1.0
48fdf72d-fd90-419b-9e6a-a2dd0883377c,4.0,2.0,1.0,107,4.9,4.8,4.8,4.9,4.8,4.4,14.0,1.0
56f5e5d3-f2e7-446e-bb95-b4a3606005e3,5.0,2.0,1.0,112,4.9,4.9,4.9,4.9,5.0,4.8,16.0,2.0
5ac21194-cf26-4903-8970-12df01aabe4b,2.0,1.0,1.0,71,4.8,4.8,4.7,4.9,4.7,4.6,33.0,1.0
ef68ee19-751a-4ffc-a73b-c0e71c253cee,2.0,1.0,1.0,36,5.0,5.0,5.0,5.0,5.0,5.0,30.0,1.0
efa70ffa-d66e-415f-b9e9-62b4bab5ed0d,2.0,1.0,2.0,36,4.6,4.7,4.9,4.8,4.8,4.8,27.0,1.0
0bc81d1b-eb56-41d7-811f-b6052f526e91,6.0,3.0,1.5,210,4.8,4.9,5.0,4.9,5.0,4.7,49.0,2.0
e9c6bc57-6982-4be5-916a-f99ca0078029,2.0,1.0,1.0,104,4.3,4.4,4.6,4.8,4.7,4.3,30.0,1.0
e065db73-f199-4054-a294-1115dc0f6dca,14.0,9.0,4.0,395,4.9,4.9,5.0,5.0,5.0,4.8,37.0,5.0
dd514e1d-cd09-46fd-b7e5-aed57167eecc,4.0,2.0,0.0,40,4.6,4.8,4.8,4.8,4.8,4.6,4.0,1.0
1de9325b-f830-43fb-9447-754f6f5e1a20,4.0,4.0,0.0,43,5.0,5.0,5.0,5.0,5.0,5.0,24.0,1.0
13972121-0601-4a85-9041-768320bd8cc4,2.0,1.0,1.0,122,4.8,5.0,4.9,5.0,5.0,4.9,23.0,1.0
6d7dca73-a760-4984-a456-8cbbbd24d662,4.0,2.0,1.0,77,5.0,5.0,5.0,4.9,5.0,4.9,32.0,1.0
350fa320-bfd5-410f-94ea-07c93c21b09f,2.0,1.0,1.0,92,4.9,4.8,4.8,4.9,4.9,4.8,32.0,1.0
9c3e1fb2-50ad-41af-8ece-5b59ca527d1d,2.0,1.0,1.0,86,5.0,5.0,5.0,4.7,5.0,4.8,42.0,1.0
32418ef3-0044-428f-a324-ada13be27a31,4.0,4.0,1.0,92,4.5,4.5,4.5,4.8,4.4,4.2,20.0,1.0
c4e32eed-c3cd-4d4a-831b-a8e7e720b645,8.0,5.0,1.0,510,4.7,4.8,4.9,4.9,4.9,4.5,14.0,3.0
cd2a3dbf-f523-4d4f-ac34-eac8c12f97b2,2.0,1.0,1.0,68,4.9,4.9,5.0,4.9,5.0,4.9,48.0,1.0
c0c67e6a-ff15-4b26-98c2-06c1a3777a62,4.0,2.0,2.0,105,4.9,5.0,5.0,4.8,5.0,4.9,31.0,2.0
8925239d-4aac-4972-916e-a70cf2c4c560,2.0,1.0,1.0,39,4.9,4.9,5.0,4.8,5.0,4.8,38.0,1.0
cbf32493-59f1-44be-8c43-89a819881bf5,4.0,3.0,2.0,474,4.9,5.0,5.0,5.0,5.0,4.9,31.0,1.0
cbabe214-676a-4daa-9933-f97ca0abd7a2,4.0,2.0,1.0,63,5.0,4.9,5.0,4.9,5.0,4.8,16.0,1.0
660a2efe-1116-45b1-85de-986ca17bd7e4,4.0,3.0,1.0,102,4.6,4.4,4.6,4.7,4.6,4.4,21.0,1.0
c2bd4a18-78b2-40fc-9ba8-57d43a3f6552,4.0,3.0,2.0,482,4.9,4.9,5.0,4.9,5.0,4.9,67.0,2.0
58b14ec0-e950-4709-b3ea-477085d017c5,4.0,3.0,1.0,211,5.0,4.9,5.0,5.0,4.9,4.8,43.0,2.0
f7d6863b-1bea-4784-9cc4-0acc6ed9c34d,2.0,1.0,1.0,66,4.9,4.8,4.8,4.6,4.9,4.8,58.0,1.0
1b8f7167-39cc-4c09-bce0-a62cba558817,4.0,1.0,1.0,121,4.7,4.9,4.9,4.9,4.9,4.5,35.0,1.0
3906a2c5-7c92-4a38-b97e-4b68dd314cf8,2.0,1.0,1.0,40,4.8,4.9,4.9,4.7,4.9,4.9,32.0,1.0
f7c10e21-f15b-4650-b7b4-7f57e50a6397,3.0,2.0,1.0,43,4.7,4.9,4.9,4.9,4.9,4.9,3.0,1.0
c55b4a35-b3ea-4f7d-8df0-45d929219b75,4.0,2.0,1.0,368,4.3,4.3,3.9,4.0,3.9,4.0,23.0,1.0
6536e8d3-3c12-49bc-9fd7-5ada07bd32aa,2.0,1.0,1.0,103,5.0,5.0,5.0,4.9,5.0,4.8,27.0,1.0
bf087328-376f-4ffa-bb7e-ac07522e3e55,4.0,2.0,1.0,73,4.8,4.9,4.8,4.8,4.8,4.8,22.0,2.0
1b1f0245-8049-49f5-820c-55c4f1511b7e,4.0,2.0,1.0,46,4.4,4.2,4.7,4.5,4.7,4.5,25.0,1.0
c68d3eb8-eee4-47a1-873d-2822dad8a8e4,3.0,3.0,1.0,10,4.5,4.8,4.8,4.9,4.8,4.7,10.0,1.0
82ca0c9a-231a-4d67-8a56-6f3262f8d310,2.0,2.0,1.0,122,4.8,5.0,4.9,4.9,5.0,4.9,24.0,1.0
937f0ae1-4fc6-468b-ae49-81291b383262,5.0,5.0,1.0,46,4.9,4.9,4.9,4.9,4.8,4.8,21.0,2.0
db405073-c734-4f7c-a825-8eec454f5687,11.0,6.0,1.0,45,4.9,4.6,4.8,4.7,4.9,4.7,38.0,3.0
eb1f2a62-6453-4ac2-91a3-c706ba0ec414,2.0,1.0,1.0,130,5.0,5.0,4.9,4.9,5.0,4.8,13.0,1.0
ae34b532-4431-4e77-b118-a3d854de373a,2.0,1.0,1.0,98,5.0,5.0,4.3,5.0,5.0,4.3,43.0,1.0
779564f9-706d-4c22-b9a8-620783ea04cc,2.0,1.0,1.0,139,4.9,4.9,4.9,4.9,4.9,4.5,21.0,1.0
e3905199-d75d-4186-92ad-2889592c12f3,6.0,4.0,1.0,125,4.9,5.0,5.0,4.9,5.0,4.8,16.0,1.0
fd748bb9-13ed-4aca-b430-430f4d49e299,3.0,2.0,1.0,61,4.9,4.9,4.9,4.8,5.0,4.9,25.0,1.0
32bb70b2-8534-4b7e-a433-a0bf26300c6e,2.0,1.0,1.0,72,4.7,4.8,5.0,4.9,4.9,4.5,19.0,1.0
b49a1000-cd0f-4c7d-8948-041f9ae44f75,4.0,2.0,1.0,79,4.8,5.0,5.0,5.0,5.0,4.7,19.0,1.0
3ab5d2ca-fd9f-46e1-a4dd-eb70cbb7ee3f,2.0,1.0,2.0,19,4.6,4.9,4.9,4.8,4.9,4.8,26.0,1.0
02fe9759-ffbe-437d-a6f2-2a5c6be0a3ac,7.0,4.0,1.5,116,4.9,4.7,5.0,5.0,5.0,4.3,18.0,1.0
fb371453-01e9-4f8e-bc54-f0d530ad5693,5.0,4.0,1.0,34,4.0,4.7,4.9,4.9,4.8,4.7,16.0,2.0
140d7389-94cc-4230-8280-59d51aff698d,2.0,1.0,1.0,128,4.9,4.9,5.0,4.8,4.9,4.6,50.0,1.0
1655996b-468c-42ff-bedc-a4ba953537c2,4.0,2.0,1.0,63,4.8,4.7,5.0,4.9,5.0,4.8,12.0,1.0
fdce3f3c-8f6b-4133-9423-c9ad5d5a96ec,4.0,2.0,1.0,95,4.7,4.9,4.9,4.9,4.9,4.8,13.0,1.0
0817e86f-0a0a-4e7a-a1e2-9f506bfa1f1d,2.0,1.0,1.0,44,4.6,4.8,4.9,4.9,4.9,4.7,29.0,1.0
e49e5ebc-056d-4f34-b319-746bb74e0107,4.0,2.0,1.0,43,4.7,4.9,4.9,4.9,5.0,5.0,3.0,1.0
2b11a8f2-ce28-4bd1-b86b-a0430326988d,2.0,1.0,1.0,82,5.0,5.0,5.0,4.9,5.0,4.7,15.0,1.0
2794cce8-0432-45ea-ad38-8da0432d0ed9,6.0,1.0,1.0,161,4.7,4.8,5.0,5.0,5.0,4.8,25.0,1.0
fe17e53c-896d-4475-88aa-57fddcd6cf1b,6.0,3.0,1.0,161,4.8,4.8,4.8,4.8,4.9,4.8,40.0,1.0
24f70421-76d2-4be6-a811-61e225039164,2.0,1.0,1.0,294,5.0,4.9,4.9,4.9,4.8,4.6,12.0,1.0
c6de3f82-1e9f-42b4-b980-24b169da0948,3.0,3.0,1.0,91,5.0,5.0,5.0,5.0,5.0,5.0,35.0,1.0
354e50b1-06d2-47ab-87d8-4a3696932d39,4.0,3.0,1.0,238,4.6,5.0,4.9,5.0,4.9,4.5,16.0,1.0
07cbb27b-72ed-4729-868a-6d80b5e8bf60,8.0,6.0,2.0,432,4.7,4.6,5.0,5.0,5.0,4.8,22.0,4.0
079e76d8-fa3b-4b0a-95a4-38a563f3d9d3,2.0,1.0,1.0,50,4.9,4.4,4.7,4.9,4.9,4.5,6.0,1.0
293d5a83-aa08-4b15-ba77-e25bb32024fc,2.0,1.0,1.0,62,4.4,4.6,4.6,4.8,4.6,4.8,31.0,1.0
f8080bfa-b1a0-4af4-b6a4-c60ce219f5c5,2.0,1.0,1.0,44,5.0,5.0,5.0,5.0,5.0,5.0,15.0,1.0
934c191e-70ee-4d70-89b3-58f33dbd56f9,2.0,1.0,1.0,42,4.8,4.9,5.0,5.0,5.0,4.8,12.0,1.0
357a14e4-5c6b-482b-973c-3b08437fd801,16.0,9.0,5.5,382,4.4,4.5,4.9,4.7,4.8,4.7,51.0,8.0
76209ecc-0033-4d7e-a4fc-0a03c1668fe9,2.0,1.0,1.0,57,4.8,4.8,4.8,4.8,4.9,4.8,6.0,1.0
